total_rooms,population,households,median_house_value
1274,971,291,220600
1067,608,280,180800
2962,1555,795,216300
1460,1165,455,167500
818,576,261,250000
2451,1163,448,225800
2711,1607,724,184700
836,704,272,192600
1902,1485,494,165600
2089,1666,587,198400
1135,500,207,211300
2364,1102,502,246400
1680,858,310,280500
4348,2347,810,293000
1111,317,199,233300
2182,1638,704,229800
876,424,163,241100
3242,2100,741,247900
2111,1285,499,292500
1377,969,399,252800
6035,2946,1481,213900
6277,3025,1630,234200
2088,772,347,310100
1335,635,296,345800
3104,1488,754,332600
3052,1373,590,340000
3627,1531,635,345900
828,446,145,327600
2095,829,405,344700
616,185,107,265000
1844,719,305,235200
3085,1277,512,262800
1604,639,278,283300
2071,825,364,284800
2986,1399,613,247400
1456,582,277,296600
1575,629,284,312000
1867,927,389,247000
2026,908,383,274100
2355,961,428,282300
2639,938,424,331600
1568,710,339,286600
1797,626,244,424600
1389,623,223,283300
943,378,139,344600
945,371,158,320500
2189,800,320,426900
3597,1321,593,351400
2241,989,442,288200
1260,560,207,346700
2422,1010,395,376200
3163,1537,797,214000
4356,1968,1245,240000
2859,1144,430,327500
2862,1387,542,278100
1932,997,482,211900
1030,537,175,236900
2104,1137,403,238000
3843,1850,705,264200
3611,1599,716,248700
1482,584,246,264700
3942,1894,737,332800
1103,446,163,291300
1306,762,237,230700
3874,1826,639,258500
1944,975,334,240500
3028,1284,498,308800
3280,1583,559,253500
1855,985,329,255100
3428,1753,729,281000
6201,2381,819,397000
5536,2651,881,282100
4412,2168,772,232000
5650,2098,813,337300
3756,1408,535,320000
3410,1739,588,255600
2714,1389,490,240400
5483,2892,1057,250000
4538,1996,667,263600
4447,2062,660,283300
4258,2290,743,267200
3776,1790,612,261100
3983,1989,794,255200
2705,1180,442,316500
1864,956,325,231700
3025,1755,661,218600
1893,1018,464,204700
1676,710,406,225900
968,631,250,240300
2080,1040,325,264500
1741,1007,339,234800
2959,1125,520,268800
2418,988,374,365400
4613,2050,725,302900
2951,1288,521,313100
4308,2002,695,281900
2019,1020,351,267400
4567,2102,695,289000
3319,1560,502,263300
1481,688,221,240900
1839,1528,456,184900
1471,1182,326,175800
1787,2113,530,177600
2213,1920,514,164200
1939,1808,625,112500
859,455,211,215900
3797,2437,904,152400
360,134,84,112500
2692,1674,681,191100
2519,2094,530,173400
2228,2845,551,172800
5762,3979,1389,192600
2987,4241,841,127900
735,597,134,188100
3015,2491,530,176300
1866,1835,412,212800
1892,974,553,228000
3305,2459,701,249600
6160,2472,1204,178400
4208,1476,904,87500
5684,4203,1318,185800
6275,4312,1466,178600
3403,2829,612,191900
2937,1780,665,160400
2749,1779,561,166100
11181,7817,1853,232700
1299,825,217,235800
5957,3838,997,253100
2277,1887,422,217000
2873,1946,475,176400
1828,1356,409,123500
1649,1729,362,115200
1115,1168,261,178600
2644,2317,780,183100
1340,1336,270,179500
2308,2223,456,191000
2085,1705,391,222800
1887,1906,597,165300
2044,1925,429,177500
1504,1267,291,219400
2731,1109,551,139700
1898,1527,381,212500
2528,2677,512,164900
2506,2634,622,231400
3279,2582,630,175800
1125,943,214,181000
5532,3651,770,343000
1642,1146,279,231400
2686,1507,405,263900
2018,1196,323,262400
2781,1389,475,223300
1959,891,300,338400
1947,605,184,500001
3088,1799,456,355300
3160,1675,470,348400
3195,1774,418,378200
2978,1794,485,277800
3611,2381,642,231000
3283,2491,522,283700
2829,1510,386,359500
2473,2228,501,224200
1829,1277,324,217400
4412,2698,891,227600
2850,2160,581,241900
3034,1669,430,241300
4153,2435,697,286200
1870,1214,347,186500
1794,1533,371,209900
1807,1277,341,164500
906,605,148,235600
1929,1683,347,235600
2630,1789,389,232000
2199,1270,386,235700
2093,983,338,271500
5469,3083,906,241900
660,431,123,241000
1961,985,269,362700
1973,1047,303,292200
1649,769,230,302600
2267,1150,327,277900
3526,1378,491,335500
1801,548,393,133700
7292,2468,1262,294700
1486,455,296,221000
1019,938,215,165000
1535,1937,317,160100
1934,2059,416,163600
4559,5124,1124,179000
2298,2409,569,182400
7609,6034,1414,195300
3477,2990,648,172600
2396,2000,481,185500
2358,1562,383,192800
2529,1756,429,240700
2512,3033,526,162900
3127,3257,604,173600
6404,6047,1235,193400
1848,1952,327,182500
938,769,226,194500
2391,1886,595,182100
1536,1256,357,153300
1481,1505,391,137500
2914,2962,762,164000
3515,3572,776,160100
3375,4610,860,182200
8162,8793,2086,210300
3315,2749,1059,140100
3148,3556,1037,159600
1525,1705,448,128600
2109,2744,607,205900
1602,1179,354,156800
762,611,193,201800
12980,8190,2515,286500
5524,2848,879,229900
4430,3278,1018,209900
835,781,169,195800
3633,2677,797,184800
821,370,135,209100
1461,800,258,182400
1237,900,241,187500
1579,1252,353,214800
802,445,143,196300
4045,3036,845,171700
3936,3508,877,183800
2914,3547,645,178600
1558,970,304,215200
2987,1931,518,213100
1624,1412,323,167600
1834,1450,347,161500
2913,1873,580,167900
2218,827,299,456500
4137,1569,578,286200
3747,1687,649,330800
570,244,72,416700
1650,768,263,320900
962,492,155,328000
3650,1637,520,325600
3189,1234,389,374100
2522,1591,481,259700
2655,1862,448,246800
1050,722,228,163500
3275,1863,527,269100
3334,2240,561,273900
3719,2089,561,273700
1767,1061,280,351600
4043,2196,708,268400
1334,1103,415,229800
1777,1235,329,258100
8748,4784,1524,276600
3752,1581,526,329400
2496,1034,367,320700
1866,840,275,288500
1145,492,160,348300
2998,1606,615,150000
42,26,14,500001
78,120,69,187500
6016,3258,1316,333700
3851,2052,478,335600
2052,1380,409,181100
1136,535,257,425000
6751,4240,1438,257400
4778,2522,990,271400
4430,2559,801,272700
2391,1419,373,267800
1386,946,257,258500
1837,1006,271,265300
1793,1145,310,243200
2938,1718,568,178900
2156,1400,393,199100
1603,1080,296,266900
1489,945,263,267000
2411,1671,442,263600
4228,2594,732,299400
1646,853,410,265500
957,532,142,441000
2534,1527,364,422800
3469,2762,808,245800
2573,1898,475,204100
3805,2118,621,254200
426,241,55,367900
12128,6810,2040,264500
3308,1891,544,248700
3224,2183,655,226900
5032,2695,801,264800
4430,2685,721,261100
1621,1028,293,186900
1351,1427,394,144000
1471,1089,320,226400
1310,910,261,237900
1519,705,186,500001
1819,802,228,500001
2428,1687,519,254400
2073,1107,330,311200
91,58,16,500001
2385,1788,510,220700
2762,1716,459,226800
4900,2984,758,276200
2952,1525,460,320500
1684,1224,376,174100
4759,3188,902,228700
40,52,7,225000
3937,2032,1002,252200
1669,951,278,225800
2174,1645,484,255100
1212,799,242,212500
2791,1714,485,224900
4599,2756,943,225000
2514,2205,545,158000
127,219,22,112500
3217,1196,684,226700
1845,1343,317,235300
3495,2484,797,230700
2015,1285,419,226800
4841,813,517,137500
5121,1470,968,81300
4324,1656,885,232400
1542,1164,318,236900
1297,441,282,47500
2154,1655,434,229800
3208,2286,602,238000
2937,1662,533,255500
1032,658,238,219300
5230,3795,970,264100
765,390,176,87500
2164,1087,411,137500
3936,1910,769,112500
148,132,13,67500
3224,1940,674,199700
198,158,32,137500
446,317,127,208300
3236,2230,798,208600
3472,2267,944,235600
1823,1589,387,234100
2068,946,452,218500
1651,1062,331,215400
1199,814,238,252100
995,615,199,217500
1797,1610,531,237500
4841,2656,920,254500
884,534,154,271200
1880,926,321,269900
5040,3150,1196,264500
2581,1598,628,261400
815,353,122,258300
765,306,136,247600
1735,1019,301,242700
1582,809,267,287200
1293,701,216,281900
1440,743,259,254600
1754,917,330,298300
2321,1230,451,270300
2677,1469,633,261800
2545,1287,458,282200
1150,729,260,261100
1712,972,467,238900
3249,1637,841,198400
1527,707,339,212200
1054,546,187,240000
1955,999,386,287100
3570,1922,761,238700
6649,3604,1651,307400
3637,2249,905,262900
1755,699,321,251300
3162,1553,686,266100
1249,556,247,287100
1484,673,272,279900
832,545,211,244400
906,1662,219,231600
1922,1096,545,244000
1246,697,284,235500
1421,659,303,237900
2382,1096,492,236100
2174,1304,464,286500
3377,1674,792,229300
2151,1092,469,250000
1893,797,360,257600
1822,845,348,251100
3142,1372,560,246100
5236,2529,1213,256100
1866,821,447,275900
1683,740,324,294700
3269,1427,696,288300
2294,1054,449,276900
2001,942,375,255400
844,373,160,254100
4438,1901,895,288300
1461,739,276,252600
663,293,132,247800
2645,1506,480,330500
3742,1721,631,302400
3353,1571,621,315600
8275,3636,1524,302100
3223,1529,602,287600
1907,912,313,294300
1802,841,315,313900
2023,1016,405,285800
3840,1883,662,335900
4863,2110,868,342000
5096,2588,954,355200
9789,4748,2206,279800
4461,2042,808,217700
2248,1191,419,288900
2034,1016,375,288300
3285,1443,530,339600
4620,2672,1308,237500
1711,1094,543,227700
1164,619,231,263200
1145,431,173,281900
4140,2135,893,264600
4310,1819,686,365500
3890,1898,717,290900
7628,3637,1749,267500
5775,3580,1138,314900
5463,2758,1310,277300
726,351,147,270500
4238,1914,972,307000
2462,1278,565,329500
1758,814,256,332500
4193,2487,1011,293000
1455,734,331,262500
5641,3786,1410,267500
4228,2334,1007,227300
2593,1249,623,212500
710,363,176,214100
1330,408,258,181300
777,362,144,262500
1503,715,349,234300
3734,1834,824,260000
7027,3759,1753,242900
3404,1794,633,283200
2120,907,336,283000
2750,1459,660,264900
1940,877,314,280400
4707,1995,642,296100
2427,1301,438,277300
1182,620,306,269100
3688,1877,620,272600
3526,1725,553,275000
2937,1454,511,273500
2930,1336,481,344100
4040,2181,843,303400
3340,1891,686,275000
1240,690,276,283000
4096,2027,741,300300
2721,1602,646,265300
1527,775,260,278000
3075,1633,543,269400
2658,1318,498,298900
5018,2846,998,273900
6114,2983,1163,269100
3347,1566,597,286800
2174,998,426,255100
1408,636,294,333300
3298,1532,602,332000
3109,1566,544,413500
1382,705,251,405400
3032,1208,562,430900
1018,484,174,371900
2906,1282,522,268200
1089,535,170,252600
1354,639,273,234200
2231,1035,365,243200
1555,779,284,260100
1484,664,238,245300
5046,2449,968,274600
2327,1114,372,272000
6777,3319,1061,279400
1741,632,279,290500
2561,1165,393,363800
2574,1096,428,335900
1265,660,232,281200
2614,1240,462,271800
4866,1956,659,405000
4872,1811,560,500001
4423,1719,608,476400
2781,1291,516,445900
10088,3728,1781,500001
4709,1866,694,500001
2345,890,276,500001
2553,1117,498,436100
3585,1511,835,396300
3191,1234,440,500001
1858,790,347,339300
2892,1193,492,367800
2331,1178,447,340700
1214,500,185,347800
4034,1158,560,442500
755,267,99,500001
1743,604,200,500001
2775,856,350,496400
4240,1480,514,500001
3574,1325,476,500001
1664,759,272,415800
3340,1220,447,500001
2411,847,299,500001
1764,692,223,500001
1574,551,191,500001
2718,982,339,500001
2561,1172,378,500001
2892,903,365,500001
1521,539,192,500001
2796,1085,363,500001
3118,1147,425,500001
2550,999,320,500001
3845,1461,475,500001
3136,1190,412,500001
2038,773,281,500001
3133,1449,555,346100
2170,854,303,500001
2782,1092,455,335900
4350,1551,609,500001
3752,1320,471,500001
3437,1198,411,500001
3825,1415,480,500001
1612,567,208,500001
3625,1252,409,500001
4460,1608,561,500001
4973,1692,696,500001
1945,826,275,498800
3033,1440,507,380800
4601,2003,666,455500
4111,1585,568,500001
5488,1947,641,500001
2173,891,345,420000
4507,2167,722,500001
4401,1818,685,500001
2268,1197,372,485300
2560,959,400,368900
4475,2271,1021,396200
2057,790,436,288300
2052,933,351,416300
2690,1264,429,474700
3674,1364,694,436400
4011,2206,879,351200
2826,1259,439,431400
2476,1217,416,393800
3388,1627,585,355100
1714,778,262,417000
2366,1076,398,345900
2131,1132,395,409100
3807,1678,600,411300
4044,1699,533,380600
6846,2951,1063,332000
3811,1795,581,372700
3429,1518,520,400700
2885,1520,784,275700
3007,1551,616,326300
3583,1792,695,335300
2629,1301,431,341400
2355,1248,378,332500
1983,924,297,354600
2134,903,322,341900
4336,2009,734,348300
2563,1230,418,340100
5132,2156,982,404800
3450,1915,689,244500
1391,700,236,332700
3108,1577,603,284000
4211,2389,861,242200
3823,1689,571,373600
4221,1782,641,412300
1755,674,410,231200
1036,467,156,360600
4033,1788,807,338700
2785,1221,422,365700
3219,1479,667,354400
1992,980,342,350000
2488,1190,410,344700
5404,2338,883,451800
3095,1251,507,352100
2517,1158,443,289500
4304,2059,835,333000
1716,817,301,343100
3344,1604,572,351500
3080,1493,582,344200
2494,1399,382,388100
2515,1079,399,423900
1443,627,222,416500
3435,1293,553,451400
3250,1328,473,431600
3081,1260,461,432600
1156,455,216,292900
1582,696,270,370100
1994,704,283,447300
1165,598,287,342400
2590,1795,680,225000
3694,2496,986,271500
1365,662,262,291400
2400,1017,384,316900
2621,1063,523,409700
1795,872,282,381800
2693,1343,455,327500
2510,1160,581,322700
5135,2351,863,430100
2490,948,361,411900
2016,767,310,383000
1733,679,278,406800
3298,1241,472,403000
3885,1537,606,344700
2697,1369,723,367400
2975,1465,577,362200
1221,507,271,228400
3811,1930,1153,311400
3402,1479,1043,500001
2471,1486,689,243800
2074,1273,383,378000
1105,499,324,253600
1709,892,408,335200
2796,1267,426,349000
2483,1194,424,346300
3716,1551,759,323600
2237,1158,426,368300
2070,797,275,411200
3534,1880,849,337000
6012,3539,1625,239400
2966,1430,740,256000
2123,1032,435,284800
1269,556,266,325000
1125,616,258,252800
2757,1201,481,311600
2850,1518,514,273600
2667,1433,727,252400
1261,836,333,224600
726,538,203,230400
5686,3250,1329,327700
2559,1309,668,167300
2213,1066,390,360900
1434,804,361,178100
3280,1842,795,232700
1889,1321,508,254400
2500,2374,879,222200
1976,1348,371,252600
1236,880,247,239400
2600,1994,650,250200
2348,1475,498,261000
3015,1769,807,249500
2297,1428,497,239700
8745,3959,2019,280100
3200,2029,866,450000
2424,1367,507,364200
1875,816,350,336500
4293,2389,1210,270800
2687,1362,725,324200
347,148,77,350000
12855,7273,3052,267400
18,8,4,375000
1236,413,274,40000
3401,1497,747,500001
1798,837,410,470000
3058,1377,675,500001
2976,1227,634,262500
1465,646,345,289300
806,373,156,284600
3352,1440,729,262500
1184,815,218,322300
2940,943,711,192200
3565,1639,744,277000
1750,999,319,308700
1896,1069,436,288900
1575,1036,382,264700
6277,3025,1211,343300
1480,856,445,284100
753,421,153,266700
1476,838,415,274000
1489,662,470,197200
748,412,180,290600
4874,2699,1163,229800
5110,2764,1482,351900
3218,2087,964,182700
3410,2314,1086,165600
1755,1374,506,293500
1085,1009,305,276000
1994,1173,472,266400
255,138,74,175000
514,367,206,181300
766,448,196,316700
2065,1029,500,327700
1722,1057,517,261300
3983,2645,1072,275000
1498,848,400,307100
1115,543,248,334300
2292,1050,584,340000
1695,932,447,352500
1169,589,249,330300
1272,562,284,280200
2210,1023,450,342400
1117,591,302,353100
1860,794,366,354500
1508,774,443,365600
1035,475,205,359000
1959,849,357,414700
2587,1055,410,407200
2771,1496,581,353600
857,448,168,366700
1199,485,199,373400
782,348,128,383900
1229,707,194,465000
1269,464,182,500001
2165,776,339,442100
830,368,174,342900
3770,1657,762,457500
2937,1097,407,473500
3244,1158,415,500001
1747,662,257,500001
4612,1686,567,500001
2717,1001,381,500001
1550,805,250,500001
2269,930,321,500001
2181,728,238,500001
2040,787,278,500001
1208,495,216,500001
1172,512,175,500001
1447,619,206,500001
1579,570,196,500001
1347,548,189,500001
1851,631,236,500001
2597,922,338,500001
1643,594,205,500001
2398,832,314,500001
4167,1577,597,500001
2511,945,348,500001
2224,929,345,500001
1477,520,187,500001
3598,1296,533,500001
3638,1329,650,500001
1068,410,171,500001
1617,555,222,500001
2836,1138,481,500001
1660,655,249,500001
2471,881,342,500001
2356,921,358,500001
3561,1336,501,500001
1443,504,200,500001
3514,1583,480,500001
6027,2687,1171,461200
4787,2039,890,440900
2419,949,433,437100
206,134,51,265000
3982,2251,995,314100
2892,1250,581,360900
3584,1405,538,451300
3905,1562,553,463700
3058,1267,540,417800
2712,1084,425,443800
1641,659,282,432900
2445,1187,519,362100
2607,1165,523,373100
3454,1498,647,438400
4398,1799,792,431900
3212,1455,574,425500
2974,1435,588,406300
2390,1146,468,397400
1509,748,268,373400
2016,1023,376,376600
3262,1411,626,398100
2295,933,332,500001
1287,510,206,500001
3233,1251,506,500001
3004,1088,427,500001
2835,1148,446,446600
906,353,112,500001
1135,441,200,492000
1803,683,259,500001
3841,1391,540,500001
2117,734,328,500001
2074,700,279,500001
568,219,75,500001
4234,1808,1093,425000
