year,mileage,tax,price
2017,22939,150,16450
2017,8500,150,13950
2016,22219,30,15995
2014,23000,0,12450
2017,55903,145,22950
2017,15000,150,24950
2019,5000,145,24490
2019,5000,145,23290
2019,10,145,30990
2019,10,145,30990
2020,10,145,30990
2019,7872,145,44750
2019,3153,145,28950
2019,6129,145,28450
2018,18988,145,51450
2015,31094,200,21950
2017,37614,145,18750
2018,11794,145,19450
2017,21517,150,19950
2019,6750,150,20450
2017,7325,150,22950
2014,28061,20,11950
2017,37973,145,21450
2014,28181,30,12950
2018,17087,150,33950
2019,5204,145,30950
2019,3457,145,28750
2019,3878,145,28450
2019,3629,145,28450
2019,4074,145,25950
2020,2402,145,60950
2019,5159,145,59450
2018,12195,145,22950
2019,2506,145,27950
2019,1534,145,28250
2017,33741,145,18950
2016,31931,125,18950
2018,23996,145,49950
2017,17563,30,19450
2015,27007,200,19950
2016,49470,30,11950
2017,24986,145,18950
2019,10,145,28490
2019,10,145,27490
2019,9633,145,25450
2019,8076,145,44950
2019,8299,145,26250
2017,25670,145,19950
2017,39202,200,34950
2017,22036,145,22950
2019,13639,145,27950
2012,70000,0,7475
2011,70000,30,6875
2018,19529,145,20450
2018,13145,145,24950
2018,31352,145,19950
2016,15135,20,18950
2016,20719,160,20950
2017,26950,0,12950
2020,10,145,28490
2019,6331,145,45990
2019,6445,145,27490
2019,13,145,21990
2020,24,145,33990
2016,17045,200,22950
2017,46048,145,23950
2010,97000,20,4295
2012,46000,205,5995
2010,65000,145,6475
2012,33029,205,12990
2011,45000,0,6475
2012,66896,165,8990
2012,55000,30,6675
2010,80000,150,7375
2014,78812,30,10990
2019,1459,145,29450
2019,1720,145,29250
2012,65794,0,6790
2009,73848,235,6695
2007,104000,145,2795
2019,2500,145,24750
2016,40494,0,10550
2016,52820,0,10695
2019,8305,145,32750
2014,70000,0,7475
2014,34000,555,22995
2011,87000,30,5290
2017,34003,145,37950
2016,18515,200,23950
2016,15261,30,19950
2019,9859,145,27950
2017,39087,145,18450
2019,3306,145,32450
2019,2000,145,32950
2019,615,145,30950
2020,1406,145,28950
2019,3700,145,23450
2019,2298,145,29450
2019,978,145,35950
2013,49547,0,7490
2010,107304,125,4490
2014,60000,125,8275
2012,56472,20,6975
2013,75000,0,6575
2010,49879,265,6990
2014,75261,125,10475
2014,51514,30,9999
2016,19323,20,12299
2014,83587,145,8999
2015,73643,30,7999
2015,51395,0,9999
2016,46107,200,14999
2017,47506,30,18999
2018,25531,145,25999
2016,23640,30,11999
2013,31244,30,12499
2011,75309,200,9099
2014,39828,30,9999
2016,26586,30,12599
2017,15003,145,19999
2018,22739,145,14999
2017,12205,30,17799
2015,50497,160,15399
2015,35425,0,11899
2015,17456,30,15282
2016,17418,0,14799
2016,15224,0,11499
2015,63769,20,9216
2015,33207,20,14999
2015,31509,0,10349
2012,44775,125,8999
2015,30006,30,12521
2016,52384,30,12599
2016,12730,30,11299
2006,105000,300,3495
2011,168017,200,6195
2012,43269,145,11999
2016,63332,125,14800
2016,28418,145,15250
2016,49530,160,16999
2017,26360,145,17799
2014,69212,125,12699
2013,76597,200,14699
2014,37459,260,19999
2016,17271,30,11899
2015,51034,125,13999
2014,44880,30,10799
2015,58231,160,15299
2015,34897,160,14799
2015,80521,200,15099
2016,70248,20,12499
2015,26258,145,16999
2010,77295,235,9299
2017,13291,145,13995
2016,38200,30,13799
2017,56653,30,15699
2015,80232,125,15799
2014,57873,125,12199
2016,45194,20,14999
2016,22445,160,22745
2009,63241,200,5000
2013,51476,125,9799
2016,34078,125,14299
2015,29460,30,11999
2011,85246,30,5899
2013,83297,145,8399
2015,79651,145,10800
2016,88151,20,10200
2014,45411,125,12995
2012,56441,265,14000
2013,49525,20,7000
2008,136000,205,2995
2008,119000,260,4495
2009,108000,160,5495
2011,85000,200,8395
2016,44328,20,14729
2007,89000,220,5495
2008,83000,230,8495
2008,82000,260,5495
2010,82397,300,11099
2016,52287,125,18999
2009,62000,235,9495
2014,30500,280,25449
2015,25500,305,31250
2015,24987,315,44950
2013,39780,195,15500
2013,50765,125,9350
2009,68470,150,5295
2013,40646,0,8599
2016,70070,0,10099
2015,41522,200,19699
2016,19356,0,10199
2016,72419,20,10999
2016,52080,145,15699
2014,56292,150,13794
2015,55000,160,15975
2015,63000,125,14250
2017,34900,30,14975
2015,55583,20,12700
2018,10749,145,15899
2015,89330,30,10999
2016,50000,30,17975
2015,69000,145,10475
2014,27400,265,19995
2015,40000,125,13995
2016,12000,0,11995
2015,41000,30,11695
2016,31558,20,13995
2016,21596,0,11499
2016,52521,145,15499
2015,65000,150,10995
2013,75000,20,6475
2014,55000,30,12475
2012,70000,125,8975
2012,75000,145,7975
2014,60000,555,25975
2010,50000,145,6475
2012,60000,125,9475
2015,52319,0,9199
2013,69638,300,17499
2012,54373,200,12999
2016,18251,30,14999
2015,18256,260,19999
2017,38392,145,16299
2018,9694,145,19699
2015,49597,125,13500
2015,18560,20,13500
2016,39989,0,14799
2015,42761,0,10799
2016,58204,0,12499
2015,50325,0,9999
2016,55258,30,15853
2017,51527,145,17480
1998,55000,265,4999
2011,38264,30,7450
2012,73994,30,6450
2011,107000,125,6295
2011,65000,125,6995
2016,51091,20,14799
2015,30690,0,10999
2014,41083,0,8400
2015,83764,20,8999
2014,44985,300,21999
2017,38771,145,19299
2015,48634,200,19499
2016,34291,0,10299
2016,16917,145,16499
2016,53085,145,14999
2016,49093,30,14899
2014,42709,200,16800
2017,22130,145,19500
2013,35000,300,17495
2017,40860,200,21100
2015,21508,125,13495
2011,90000,30,5995
2003,43000,325,6490
2015,25936,0,11999
2015,55443,30,10999
2016,14380,0,14599
2015,82932,20,9699
2017,18713,145,13999
2017,21349,200,25999
2016,36851,0,10799
2017,14087,30,13199
2015,87549,20,8499
2016,31182,125,12499
2016,52865,0,10999
2008,323000,200,2490
2016,44273,30,13999
2015,86281,125,11199
2013,65356,20,10499
2018,8507,145,14650
2015,32623,30,14959
2015,4983,160,16500
2007,101000,555,5995
2017,34000,20,11995
2017,16000,30,12495
2015,56960,30,12399
2016,30167,30,14999
2016,84523,20,11259
2015,55122,0,9989
2016,23449,145,19799
2017,25728,145,16995
2016,31583,0,10999
2016,82028,30,11749
2015,34214,20,11559
2016,16569,0,10699
2016,31282,0,9999
2009,83967,300,5995
2016,63180,125,14295
2017,33105,145,16995
2015,77288,0,8199
2016,36714,0,11999
2016,54327,20,13499
2016,17363,20,13999
2017,46424,30,15999
2016,47614,200,17299
2008,130000,200,3995
2017,25000,145,21000
2014,25088,125,10959
2017,24655,145,13995
2016,34980,0,11599
2012,81088,145,9199
2014,47317,145,19499
2013,51535,20,8299
2013,47337,0,8599
2016,36699,30,11419
2017,56244,20,10999
2016,22000,30,15995
2007,136000,240,3995
2015,30000,200,17995
2011,55000,200,9495
2012,91229,300,16995
2015,23924,570,54945
2016,69807,125,19465
2018,24500,150,27995
2015,48798,305,27995
2014,81000,0,7499
2016,36358,200,20499
2015,12119,30,12995
2013,52243,200,15999
2013,81459,145,11999
2010,113000,135,9395
2008,98000,160,6450
2006,74000,570,7995
2009,93000,325,7995
2012,93000,200,12495
2007,128000,200,2995
2010,120000,165,7495
2015,97370,30,10000
2014,56220,30,14000
2017,65290,150,14795
2015,78120,30,10795
2016,41165,0,10799
2016,33622,20,12599
2017,35769,30,13399
2016,43380,200,29499
2016,51075,30,14799
2012,75920,235,11999
2014,87000,0,5500
2004,129000,325,2895
2008,123000,160,3995
2005,122000,150,2495
2011,103000,165,6895
2013,50500,30,11399
2017,29095,145,20499
2015,57021,0,9899
2011,59986,300,13999
2016,20183,145,19299
2017,37399,20,13195
2014,72591,0,7869
2017,23000,125,21000
2020,5000,145,70950
2018,20000,150,14500
2016,45100,30,15699
2017,16850,0,13399
2017,27868,145,20990
2017,27409,125,19450
2018,17406,145,15890
2015,58261,20,13950
2005,62000,330,5895
2017,8000,20,15490
2015,69599,30,9999
2013,69550,125,10299
2014,20255,235,16499
2016,29211,0,13500
2019,8472,150,27000
2020,6760,145,47000
2019,10035,145,45800
2017,17283,150,59900
2019,2355,150,47200
2019,14391,150,24000
2019,10254,150,26000
2019,3306,150,25000
2017,22650,150,22500
2016,17392,30,12499
2014,79427,20,10799
2013,27267,30,11399
2013,34801,20,9999
2015,86108,20,8689
2016,22085,30,12999
2016,40568,20,13899
2013,50111,200,13999
2015,39200,20,13949
2016,65106,20,14099
2015,116840,125,10500
2014,72890,145,11500
2016,92950,145,11295
2016,88140,20,11695
2019,6652,145,20500
2012,30100,165,14900
2019,4846,150,23000
2015,87660,160,14495
2015,44458,0,10500
2016,67392,20,13299
2014,75269,20,11679
2016,22368,0,11869
2015,49441,0,10299
2015,31586,0,9599
2016,43009,235,30000
2016,39671,235,29300
2016,57407,125,16000
2019,6379,150,24500
2016,44660,0,13295
2013,126580,30,6500
2016,64910,0,8500
2016,120470,30,12795
2015,128080,145,7500
2015,94690,125,10795
2017,16250,145,21250
2019,3200,145,22490
2019,7500,145,33000
2018,17540,145,24500
2016,43201,20,14495
2019,9843,145,33000
2019,13683,145,32250
2016,19821,165,19000
2016,37303,30,16850
2019,5096,145,23000
2019,85,150,28000
2019,14430,150,29000
2019,16363,150,28900
2019,7626,150,27500
2020,1000,145,28000
2011,44000,160,10995
2019,4887,145,28000
2019,8450,145,31495
2019,10881,145,24500
2019,12800,145,21000
2017,45478,150,18000
2019,4650,145,43000
2019,10021,145,30000
2010,69000,260,8995
2006,93000,240,3895
2017,12000,150,8600
2017,24000,145,17490
2018,4000,150,20850
2020,1000,145,34000
2018,13121,145,42000
2018,12219,145,38000
2017,13272,145,17000
2016,37290,0,14500
2017,20103,145,17500
2017,38266,145,18500
2016,18668,125,18000
2016,36617,165,16750
2019,8824,150,43000
2015,23787,205,19750
2016,72800,0,13000
2015,83390,0,7895
2017,85780,200,16295
2015,89060,30,8500
2015,68250,200,16000
2015,112380,0,7000
2016,86910,30,13295
2016,107150,30,11000
2016,83490,20,11195
2009,63899,200,5295
2016,26000,125,16950
2017,25000,205,20750
2018,19000,145,25000
2017,22000,145,19995
2018,30600,150,40000
2016,41348,205,30500
2017,36102,145,16500
2019,12190,150,26500
2018,22710,150,29000
2015,34000,160,16950
2015,43000,160,21950
2016,43124,20,14699
2015,81707,30,14599
2017,11973,145,14999
2018,17000,145,26500
2017,24724,145,23000
2012,113500,145,7695
2015,22929,200,16975
2018,24021,145,16795
2016,18833,20,13995
2011,93820,325,11495
2011,38000,200,9995
2015,22000,30,11490
2017,13000,145,14490
2008,92500,150,3450
2018,15441,150,28000
2016,33808,125,17850
2019,5775,150,24000
2015,34545,200,18500
2016,89165,200,18099
2013,53566,20,8499
2015,30981,20,13199
2016,82023,20,12199
2017,12290,30,13999
2017,47990,145,15999
2007,50750,555,7850
2009,95000,290,8995
2016,33800,30,13495
2017,34000,30,11490
2017,30549,150,27000
2017,27403,150,27000
2018,29169,150,29750
2018,16780,150,31000
2018,20527,150,29000
2019,4694,145,26250
2018,25521,145,21000
2015,32497,205,23000
2019,10189,150,36000
2019,411,150,32500
2019,4396,150,26000
2018,9923,150,65000
2016,42500,30,16000
2019,5746,150,30000
2019,4398,150,28000
2019,289,150,30000
2019,3704,150,34890
2019,6269,145,45000
2019,12009,145,44490
2016,18382,30,14480
2016,28888,570,74500
2016,46750,145,14750
2019,175,150,32500
2017,46463,205,31000
2018,11000,150,50000
2016,31670,0,15000
2019,4537,150,35390
2016,25580,20,15390
2017,26821,145,19790
2019,3555,145,19790
2019,5195,145,25690
2017,49245,20,15495
2018,33632,145,19295
2019,1255,145,57895
2017,8695,30,18495
2018,13433,145,20000
2016,15815,145,19495
2019,12336,145,53000
2013,67409,0,7900
2017,29190,0,11950
2017,26517,0,12250
2012,94366,30,7500
2019,18803,145,21115
2018,24439,145,52495
2020,8000,145,28000
2017,20073,150,21000
2020,3350,150,69890
2015,62890,125,18490
2019,13602,150,44490
2014,41478,200,17800
2017,19952,0,12450
2015,46965,205,19000
2016,35437,20,15650
2016,50536,205,30000
2014,47600,145,14000
2005,87990,325,4990
2002,131925,325,1990
2003,106000,325,4990
2020,3222,145,25790
2008,89000,330,5490
2008,148000,305,3990
2011,106122,30,4690
2020,1555,145,26890
2019,2555,145,19690
2019,1555,145,27190
2019,2555,145,22790
2019,3555,145,27190
2019,4555,145,20790
2017,41509,145,17000
2019,4995,145,25495
2019,12332,145,43895
2019,5000,150,39490
2017,21159,30,19000
2007,63000,555,7850
2009,44000,145,9350
2017,17552,145,38995
2015,42000,235,25990
2018,10000,145,35990
2017,20000,125,16490
2013,83000,30,8990
2013,64000,200,12490
2019,11547,150,22000
2016,19494,205,26000
2015,30500,0,12500
2015,78077,150,18000
2018,32093,150,48000
2016,32486,205,32500
2019,6185,145,25000
2020,5362,145,34500
2017,20871,150,14000
2018,30986,150,19900
2018,13000,145,19450
2017,40000,300,43950
2016,29000,325,44950
2018,37000,145,35950
2015,79000,235,19950
2018,23000,145,42950
2017,27000,150,36950
2006,98000,570,8750
2018,4000,145,32995
2012,66000,30,10295
2017,3000,20,14695
2013,72900,30,8480
2012,19200,30,7650
2018,32000,150,13995
2010,90000,235,5750
2003,100000,30,2490
2016,37000,200,21995
2014,36000,125,10995
2016,40905,205,20000
2012,63565,0,7500
2017,27525,145,13800
2012,45000,200,12440
2019,8000,150,27400
2013,79000,125,9880
2006,87000,305,3880
2015,65789,200,17995
2015,23698,30,14995
2014,27427,20,10795
2006,66000,535,17999
2010,89000,150,6890
2015,27000,300,27790
2016,69000,125,16999
2010,75000,160,6999
2015,105200,20,9999
2016,35000,125,17999
2013,79000,30,7999
2005,95000,300,2990
2008,82000,235,3490
2008,93000,160,4590
2015,97000,200,9990
2007,70000,300,3990
2006,80000,300,3888
2015,89000,0,11240
2012,94000,200,8990
2014,56000,555,33490
2013,41000,200,14990
2011,35000,150,9940
2013,43000,150,12880
2010,95000,200,5990
2011,100000,145,6490
2017,19000,145,25000
2015,20106,150,17800
2010,46000,135,6240
2011,56000,220,9440
2013,29000,195,12880
2009,124000,145,4240
2016,42000,160,20950
2017,29600,150,29950
2014,75000,200,14480
2015,32000,200,18790
2014,19000,200,15880
2019,9000,145,38480
2013,63000,200,14990
2008,86000,260,3980
2018,11800,150,27950
2017,23000,145,59950
2011,72000,300,12950
2015,48800,205,17950
2017,26500,150,23950
2006,104000,325,5595
2009,66500,300,12950
2012,25000,0,8288
2016,38000,20,10999
2012,56000,125,8950
2015,45000,30,10950
2014,31751,260,19950
2016,56000,125,18950
2018,29000,145,20950
2014,32000,260,18950
2015,46000,190,17995
2017,13000,150,38995
2011,116000,20,4250
2020,3000,145,104948
2017,29000,145,34948
2018,25000,145,35948
2017,31258,20,13300
2018,1599,145,18700
2017,15017,145,13700
2016,14298,30,14400
2009,90356,200,3495
2017,87000,30,12745
2011,94700,235,6495
2011,60700,125,7495
2010,95000,200,4290
2014,50000,165,16948
2009,136000,540,8995
2016,22000,20,12695
2013,60000,20,6995
2010,109000,160,5695
2019,15190,145,20700
2016,71031,200,16400
2017,20344,150,28000
2013,84000,260,17000
2017,13552,150,13700
2018,32265,150,20000
2017,10420,150,12700
2017,52073,150,21700
2017,19534,150,18800
2015,72310,30,11500
2017,34011,30,20000
2013,50037,125,11800
2017,12386,145,15300
2018,56607,150,17000
2018,63876,150,17600
2014,90000,0,6900
2012,95600,300,14600
2007,127700,205,2600
2013,84000,30,8488
2013,64000,145,10988
2016,83023,125,14800
2016,72056,0,11500
2016,24689,0,11000
2019,4875,145,18990
2016,42166,20,12700
2016,36603,20,11500
2017,26716,30,14000
2017,22933,20,14395
2013,65000,305,17995
2018,21284,145,16300
2016,33285,20,16100
2018,15405,145,15800
2015,40102,325,24000
2016,18021,30,15700
2016,37539,0,9000
2014,55210,0,8400
2016,24426,0,11300
2016,45478,125,11500
2017,29754,30,11700
2015,46125,160,16500
2017,33484,150,13500
2013,88445,165,9250
2014,73362,150,11500
2017,26084,145,14300
2013,58024,30,9000
2015,80315,165,13500
2017,82221,145,18100
2016,19825,20,15600
2017,20291,30,18900
2017,20131,145,17500
2019,8433,145,18400
2015,37128,145,18600
2017,24963,145,20000
2018,9211,145,26000
2016,34811,145,16800
2018,37310,145,14700
2018,20175,145,19000
2017,47189,30,16500
2016,34500,200,19300
2017,39825,145,12400
2017,39147,150,16400
2018,36220,145,23100
2019,1365,150,30000
2017,31616,150,17500
2020,12,150,50000
2016,15167,0,12000
2019,593,145,31950
2016,37448,125,13900
2016,29227,30,11200
2017,42421,30,14800
2017,28439,145,13000
2015,89350,30,13200
2016,39314,30,15200
2015,34784,200,18200
2017,20479,150,13500
2016,12050,240,33000
2017,11706,150,16500
2019,7846,150,23000
2019,558,150,31000
2019,2796,150,32000
2019,2893,150,23500
2013,54553,125,11500
2016,83467,20,11200
2019,4986,145,20000
2019,11955,145,25250
2013,29806,200,16000
2013,65500,125,10000
2019,14337,145,20000
2017,22241,145,12000
2017,9203,150,18500
2019,11698,150,25000
2019,13573,150,23500
2019,964,150,26500
2013,85255,0,8990
2019,6100,145,26000
2019,4322,145,26500
2020,1246,140,50000
2020,10,150,72500
2020,1552,150,36500
2020,1200,150,45000
2016,19000,235,26000
2020,893,145,30000
2019,11294,145,46500
2015,37718,30,11500
2017,45826,20,12200
2019,3988,145,20000
2014,64798,200,12000
2016,33785,200,20700
2018,31617,145,16200
2018,50230,145,14500
2019,6066,145,22000
2019,3714,145,30000
2019,3800,150,22995
2016,15567,0,11500
2015,44757,30,11100
2016,17397,30,11500
2016,13022,30,13100
2016,37008,0,9500
2019,4601,145,33000
2015,23000,30,14000
2019,3522,145,25000
2017,30292,30,19500
2019,2607,145,28500
2020,26,145,36500
2019,3255,145,48500
2019,2833,145,32500
2017,8500,145,20000
2019,11844,145,21500
2018,13841,145,39000
2016,22682,235,24000
2019,2916,145,20000
2017,7200,145,19000
2016,19561,165,24490
2016,22353,240,24000
2019,19900,150,21490
2019,9338,145,23690
2018,10250,145,37000
2019,6992,145,23500
2019,5779,145,25000
2019,16001,145,29000
2019,11326,145,47500
2019,5731,145,26000
2019,14560,145,22000
2019,5098,145,35000
2019,7078,145,33490
2014,48000,200,13490
2012,64900,300,13290
2017,8936,20,14990
2019,5000,145,26900
2019,15390,150,23290
2015,63000,0,14000
2019,3735,145,18590
2014,58200,30,12490
2019,10250,145,31000
2019,792,145,25390
2018,5652,150,18490
2019,7445,145,46490
2019,5530,145,20500
2019,3952,145,25800
